EMP NO,AGE,MARITAL STATUS,GENDER,EDU_ID,JOB_ID,BUSINESS TRAVEL,CF_ATTRITION LABEL,OVER TIME,DISTANCE FROM HOME,TRAINING TIMES LAST YEAR,HOURLY RATE,DAILY RATE,MONTHLY RATE,MONTHLY INCOME,JOB INVOLVEMENT,JOB SATISFACTION,ENVIRONMENT SATISFACTION,RELATIONSHIP SATISFACTION,PERCENT SALARY HIKE,WORK LIFE BALANCE,PERFORMANCE RATING,NUM COMPANIES WORKED,TOTAL WORKING YEARS,YEARS AT COMPANY,YEARS IN CURRENT ROLE,YEARS SINCE LAST PROMOTION,YEARS WITH CURR MANAGER,DATE JOINED,,,,,,
STAFF-1809,26,MARRIED,MALE,8,10,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,1,3,57,933,20156,5296,3,3,3,2,17,3,3,1,8,8,7,7,7,05-05-16,,,,,,
STAFF-1810,42,SINGLE,MALE,24,3,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,2,6,98,1332,17078,6781,2,4,1,2,23,3,4,3,14,1,0,0,0,13-09-23,,,,,,
STAFF-1811,21,SINGLE,FEMALE,26,11,TRAVEL_FREQUENTLY,EX-EMPLOYEES,YES,1,3,99,756,9150,2174,2,2,1,3,11,3,3,1,3,3,2,1,2,04-12-21,,,,,,
STAFF-1812,36,SINGLE,FEMALE,20,10,NON-TRAVEL,CURRENT EMPLOYEES,NO,1,6,45,845,15276,6653,3,4,4,2,15,3,3,4,7,1,0,0,0,07-11-23,,,,,,
STAFF-1813,36,MARRIED,MALE,19,10,TRAVEL_FREQUENTLY,CURRENT EMPLOYEES,NO,3,2,48,541,7246,9699,2,4,1,1,11,3,3,4,16,13,9,1,12,28-10-11,,,,,,
STAFF-1814,57,MARRIED,MALE,19,3,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,1,2,88,593,2967,6755,3,3,4,3,11,3,3,2,15,3,2,1,2,06-08-21,,,,,,
STAFF-1815,40,MARRIED,FEMALE,9,4,TRAVEL_RARELY,CURRENT EMPLOYEES,YES,10,3,46,1171,22495,2213,4,3,4,3,13,3,3,3,10,7,7,1,7,02-10-17,,,,,,
STAFF-1816,21,SINGLE,MALE,17,11,NON-TRAVEL,CURRENT EMPLOYEES,NO,9,3,39,895,2851,2610,3,4,1,3,24,2,4,1,3,3,2,2,2,08-03-21,,,,,,
STAFF-1817,33,SINGLE,FEMALE,13,11,TRAVEL_RARELY,EX-EMPLOYEES,YES,5,2,34,350,9150,2851,3,3,4,2,13,3,3,1,1,1,0,0,0,15-11-23,,,,,,
STAFF-1818,37,MARRIED,FEMALE,18,4,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,10,3,98,921,17663,3452,3,1,3,2,20,3,4,6,17,5,4,0,3,01-02-19,,,,,,
STAFF-1819,46,MARRIED,FEMALE,19,6,NON-TRAVEL,CURRENT EMPLOYEES,NO,7,2,30,1144,16044,5258,3,3,3,3,14,4,3,2,7,1,0,0,0,19-03-23,,,,,,
STAFF-1820,41,SINGLE,MALE,13,10,TRAVEL_FREQUENTLY,EX-EMPLOYEES,NO,4,5,56,143,9558,9355,3,2,1,3,18,3,3,1,8,8,7,7,7,03-08-16,,,,,,
STAFF-1821,50,SINGLE,MALE,28,3,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,10,2,100,1046,2755,10496,2,4,4,4,15,3,3,6,20,4,3,1,3,25-04-20,,,,,,
STAFF-1822,40,MARRIED,MALE,12,10,TRAVEL_RARELY,EX-EMPLOYEES,YES,22,6,68,575,6110,6380,2,3,3,1,12,3,3,2,8,6,4,1,0,02-06-18,,,,,,
STAFF-1823,31,SINGLE,MALE,9,8,TRAVEL_RARELY,CURRENT EMPLOYEES,YES,9,5,42,408,7551,2657,2,2,3,4,16,3,3,0,3,2,2,2,2,09-07-22,,,,,,
STAFF-1824,21,SINGLE,FEMALE,8,11,TRAVEL_RARELY,EX-EMPLOYEES,NO,12,0,90,156,25422,2716,4,2,3,4,15,3,3,1,1,1,0,0,0,12-10-23,,,,,,
STAFF-1825,29,SINGLE,MALE,8,8,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,23,4,54,1283,18168,2201,3,4,4,4,16,3,3,9,6,3,2,1,2,11-07-21,,,,,,
STAFF-1826,35,SINGLE,MALE,9,3,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,9,5,97,755,19394,6540,2,2,3,3,19,3,3,9,10,1,1,0,0,22-02-23,,,,,,
STAFF-1827,27,DIVORCED,MALE,17,4,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,1,2,82,1469,17881,3816,3,2,4,2,11,3,3,1,5,5,2,0,4,27-07-19,,,,,,
STAFF-1828,28,SINGLE,MALE,9,10,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,9,1,92,304,20750,5253,3,4,2,4,16,3,3,1,7,7,5,0,7,11-01-17,,,,,,
STAFF-1829,49,SINGLE,MALE,23,3,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,7,2,31,1261,12066,10965,2,3,2,3,24,3,4,8,26,5,2,0,0,20-05-19,,,,,,
STAFF-1830,51,MARRIED,FEMALE,7,10,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,14,2,87,1178,14862,4936,3,4,3,3,11,2,3,4,18,7,7,0,7,04-10-17,,,,,,
STAFF-1831,36,MARRIED,FEMALE,8,8,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,2,3,96,329,11868,2543,3,3,4,2,13,3,3,4,6,2,2,2,2,08-07-22,,,,,,
STAFF-1832,34,SINGLE,MALE,13,10,NON-TRAVEL,EX-EMPLOYEES,YES,19,3,67,1362,4652,5304,4,4,1,2,13,2,3,8,9,5,2,0,4,05-12-19,,,,,,
STAFF-1833,55,SINGLE,FEMALE,8,5,TRAVEL_RARELY,CURRENT EMPLOYEES,YES,2,2,97,1311,23258,16659,3,4,3,3,13,3,3,2,30,5,4,1,2,09-07-19,,,,,,
STAFF-1834,24,DIVORCED,FEMALE,14,10,TRAVEL_RARELY,CURRENT EMPLOYEES,YES,10,2,77,1371,5915,4260,3,3,4,4,12,4,3,1,5,5,2,0,3,13-02-19,,,,,,
STAFF-1835,30,MARRIED,MALE,26,11,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,2,3,72,202,17434,2476,3,2,3,1,18,3,3,1,1,1,0,0,0,16-08-23,,,,,,
STAFF-1836,26,SINGLE,MALE,26,8,TRAVEL_FREQUENTLY,EX-EMPLOYEES,NO,3,2,73,575,6582,3102,3,1,3,3,22,3,4,0,7,6,4,0,4,11-09-18,,,,,,
STAFF-1837,22,MARRIED,FEMALE,18,8,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,11,1,43,253,24440,2244,3,2,1,4,13,3,3,1,2,2,1,1,2,08-05-22,,,,,,
STAFF-1838,36,MARRIED,MALE,17,10,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,2,2,61,164,3809,7596,2,3,2,2,13,3,3,1,10,10,9,9,0,05-09-14,,,,,,
STAFF-1839,30,SINGLE,MALE,28,8,TRAVEL_FREQUENTLY,EX-EMPLOYEES,YES,4,4,40,464,3427,2285,3,4,3,3,23,3,4,9,3,1,0,0,0,02-04-23,,,,,,
STAFF-1840,37,DIVORCED,FEMALE,8,4,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,14,2,95,1107,26914,3034,3,1,4,3,12,2,3,1,18,18,7,12,17,17-10-06,,,,,,
STAFF-1841,40,DIVORCED,FEMALE,12,10,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,2,5,46,759,22553,5715,3,2,4,3,12,3,3,7,8,5,4,1,3,04-07-19,,,,,,
STAFF-1842,42,DIVORCED,FEMALE,9,4,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,1,5,95,201,20490,2576,3,1,2,2,16,3,3,3,8,5,2,1,2,21-09-19,,,,,,
STAFF-1843,37,SINGLE,MALE,9,6,TRAVEL_RARELY,CURRENT EMPLOYEES,YES,10,2,49,1305,21123,4197,3,2,3,4,12,2,3,2,18,1,0,0,1,18-04-23,,,,,,
STAFF-1844,43,DIVORCED,MALE,8,7,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,12,3,59,982,4345,14336,2,2,1,3,11,3,3,1,25,25,10,3,9,03-03-99,,,,,,
STAFF-1845,40,MARRIED,FEMALE,18,4,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,2,3,78,555,13436,3448,2,3,2,2,22,3,4,6,20,1,0,0,0,25-07-23,,,,,,
STAFF-1846,54,MARRIED,MALE,17,7,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,5,4,86,821,8509,19406,3,1,1,3,11,2,3,4,24,4,2,1,2,16-12-20,,,,,,
STAFF-1847,34,MARRIED,FEMALE,14,10,NON-TRAVEL,CURRENT EMPLOYEES,NO,4,3,72,1381,12740,6538,3,3,3,1,15,3,3,9,6,3,2,1,2,28-10-21,,,,,,
STAFF-1848,31,MARRIED,FEMALE,17,6,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,7,5,31,480,4156,4306,3,1,2,2,12,1,3,1,13,13,10,3,12,22-05-11,,,,,,
STAFF-1849,43,MARRIED,MALE,18,4,TRAVEL_FREQUENTLY,CURRENT EMPLOYEES,NO,21,1,61,313,15238,2258,3,4,4,1,20,3,4,7,8,3,2,1,2,01-03-21,,,,,,
STAFF-1850,43,DIVORCED,FEMALE,24,3,TRAVEL_RARELY,CURRENT EMPLOYEES,YES,8,3,74,1473,2227,4522,3,3,3,4,14,3,3,4,8,5,2,0,2,09-06-19,,,,,,
STAFF-1851,25,SINGLE,FEMALE,7,10,TRAVEL_RARELY,CURRENT EMPLOYEES,YES,4,3,99,891,12090,4487,2,4,2,2,11,3,3,1,5,5,4,1,3,11-03-19,,,,,,
STAFF-1852,37,MARRIED,FEMALE,20,8,NON-TRAVEL,CURRENT EMPLOYEES,YES,25,2,72,1063,23866,4449,3,3,2,1,15,3,3,3,15,13,11,10,7,07-02-11,,,,,,
STAFF-1853,31,MARRIED,MALE,7,4,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,1,3,98,329,16193,2218,2,1,4,3,12,3,3,1,4,4,2,3,2,18-05-20,,,,,,
STAFF-1854,39,DIVORCED,MALE,6,5,TRAVEL_FREQUENTLY,CURRENT EMPLOYEES,YES,1,3,52,1218,8213,19197,3,3,2,3,14,3,3,1,21,21,8,1,6,05-10-03,,,,,,
STAFF-1855,56,MARRIED,FEMALE,8,10,TRAVEL_FREQUENTLY,CURRENT EMPLOYEES,NO,6,0,86,906,18256,13212,4,1,3,4,11,2,3,9,36,7,7,7,7,26-02-17,,,,,,
STAFF-1856,30,SINGLE,FEMALE,28,10,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,12,6,83,1082,19558,6577,3,3,2,2,11,3,3,0,6,5,4,4,4,09-07-19,,,,,,
STAFF-1857,41,MARRIED,MALE,13,10,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,1,2,49,645,19566,8392,4,1,2,3,16,3,3,1,10,10,7,0,7,18-06-14,,,,,,
STAFF-1858,28,DIVORCED,MALE,17,4,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,17,2,79,1300,13535,4558,3,1,3,4,12,3,3,1,10,10,0,1,8,01-12-14,,,,,,
STAFF-1859,25,MARRIED,MALE,18,4,TRAVEL_RARELY,EX-EMPLOYEES,NO,3,5,91,688,9396,4031,3,1,1,3,13,3,3,5,6,2,2,0,2,02-02-22,,,,,,
STAFF-1860,52,MARRIED,MALE,18,6,TRAVEL_RARELY,CURRENT EMPLOYEES,YES,3,4,39,319,19609,7969,2,3,4,3,14,3,3,2,28,5,4,0,4,21-06-19,,,,,,
STAFF-1861,45,MARRIED,MALE,7,8,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,10,3,69,192,9655,2654,3,4,1,4,21,2,4,3,8,2,2,0,2,21-01-22,,,,,,
STAFF-1862,52,MARRIED,FEMALE,7,5,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,4,2,30,1490,10310,16555,3,4,4,4,13,1,3,2,31,5,2,1,4,15-01-19,,,,,,
STAFF-1863,42,DIVORCED,FEMALE,7,8,TRAVEL_FREQUENTLY,CURRENT EMPLOYEES,NO,29,3,92,532,12932,4556,3,3,1,2,11,3,3,2,19,5,4,0,2,08-10-19,,,,,,
STAFF-1864,30,SINGLE,FEMALE,8,6,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,2,2,43,317,24793,6091,1,4,3,3,20,3,4,2,11,5,4,0,2,04-07-19,,,,,,
STAFF-1865,60,MARRIED,FEMALE,8,5,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,7,5,41,422,3854,19566,3,1,1,4,11,1,3,5,33,29,8,11,10,11-11-95,,,,,,
STAFF-1866,46,DIVORCED,FEMALE,18,6,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,18,5,87,1485,26314,4810,3,3,3,3,14,2,3,2,19,10,7,0,8,02-02-14,,,,,,
STAFF-1867,42,MARRIED,FEMALE,29,3,TRAVEL_FREQUENTLY,CURRENT EMPLOYEES,NO,28,4,88,1368,4386,4523,2,4,4,4,11,4,3,0,7,6,5,0,4,24-11-18,,,,,,
STAFF-1868,24,SINGLE,FEMALE,26,11,TRAVEL_RARELY,EX-EMPLOYEES,YES,1,4,62,1448,21972,3202,3,2,1,2,16,3,3,1,6,5,3,1,4,15-03-19,,,,,,
STAFF-1869,34,DIVORCED,FEMALE,12,11,TRAVEL_FREQUENTLY,EX-EMPLOYEES,NO,6,3,33,296,12253,2351,1,3,4,4,16,2,3,0,3,2,2,1,0,06-12-22,,,,,,
STAFF-1870,38,MARRIED,MALE,7,4,TRAVEL_FREQUENTLY,CURRENT EMPLOYEES,YES,2,3,42,1490,12106,1702,3,4,4,3,23,3,4,1,1,1,0,0,0,14-03-23,,,,,,
STAFF-1871,40,MARRIED,FEMALE,9,9,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,2,2,79,1398,13022,18041,3,3,3,4,14,3,3,0,21,20,15,1,12,10-01-04,,,,,,
STAFF-1872,26,DIVORCED,FEMALE,8,8,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,23,3,90,1349,3032,2886,3,4,1,2,22,1,4,1,3,3,2,0,2,09-04-21,,,,,,
STAFF-1873,30,MARRIED,MALE,8,4,NON-TRAVEL,CURRENT EMPLOYEES,NO,3,3,53,1400,16734,2097,3,4,3,3,15,1,3,4,9,5,3,1,4,11-07-19,,,,,,
STAFF-1874,29,MARRIED,MALE,19,7,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,3,2,93,986,21526,11935,2,3,2,3,18,3,3,1,10,10,2,0,7,07-04-14,,,,,,
STAFF-1875,29,MARRIED,FEMALE,30,8,TRAVEL_RARELY,EX-EMPLOYEES,NO,25,2,71,408,18300,2546,2,2,3,2,16,4,3,5,6,2,2,1,1,05-08-22,,,,,,
STAFF-1876,19,SINGLE,MALE,27,1,TRAVEL_RARELY,EX-EMPLOYEES,NO,2,3,52,489,18437,2564,2,4,1,3,12,4,3,1,1,1,0,0,0,02-05-23,,,,,,
STAFF-1877,30,MARRIED,FEMALE,24,10,NON-TRAVEL,CURRENT EMPLOYEES,NO,22,3,69,1398,2890,8412,3,1,3,3,11,3,3,0,10,9,8,7,8,13-11-15,,,,,,
STAFF-1878,57,DIVORCED,MALE,13,9,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,29,3,56,210,22102,14118,2,4,1,3,12,2,3,3,32,1,0,0,0,24-02-23,,,,,,
STAFF-1879,50,MARRIED,MALE,9,5,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,29,2,88,1099,9314,17046,2,3,2,2,15,3,3,0,28,27,10,15,7,25-11-97,,,,,,
STAFF-1880,30,SINGLE,FEMALE,18,4,NON-TRAVEL,CURRENT EMPLOYEES,NO,2,2,49,1116,7181,2564,3,4,3,3,14,2,3,0,12,11,7,6,7,28-07-13,,,,,,
STAFF-1881,60,MARRIED,FEMALE,13,10,TRAVEL_FREQUENTLY,CURRENT EMPLOYEES,NO,28,5,80,1499,2845,10266,2,1,3,4,19,4,3,4,22,18,13,13,11,17-05-06,,,,,,
STAFF-1882,47,DIVORCED,FEMALE,17,6,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,2,2,65,983,7389,5070,3,4,1,3,13,3,3,5,20,5,0,0,4,24-10-19,,,,,,
STAFF-1883,46,MARRIED,MALE,8,7,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,2,2,51,1009,2288,17861,3,3,1,3,13,1,3,6,26,3,2,0,1,13-02-21,,,,,,
STAFF-1884,35,SINGLE,MALE,8,4,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,22,2,46,144,19225,4230,1,3,4,3,15,3,3,0,6,5,4,4,3,20-08-19,,,,,,
STAFF-1885,54,SINGLE,FEMALE,9,4,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,8,3,42,548,23428,3780,3,3,3,3,11,3,3,7,19,1,0,0,0,20-08-23,,,,,,
STAFF-1886,34,DIVORCED,MALE,9,8,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,2,3,62,1303,8416,2768,2,3,4,3,12,3,3,3,14,7,3,5,7,03-12-17,,,,,,
STAFF-1887,46,MARRIED,FEMALE,13,10,TRAVEL_RARELY,CURRENT EMPLOYEES,YES,10,3,94,1125,11563,9071,2,4,3,3,19,3,3,2,15,3,2,1,2,28-07-21,,,,,,
STAFF-1888,31,DIVORCED,MALE,6,6,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,9,6,33,1274,14394,10648,3,2,3,4,25,4,4,1,13,13,8,0,8,22-09-11,,,,,,
STAFF-1889,33,MARRIED,MALE,16,5,TRAVEL_RARELY,EX-EMPLOYEES,YES,15,2,56,1277,24619,13610,3,3,2,4,12,4,3,7,15,7,6,7,7,06-12-17,,,,,,
STAFF-1890,33,DIVORCED,MALE,16,4,TRAVEL_RARELY,EX-EMPLOYEES,NO,10,2,38,587,6705,3408,1,4,1,1,13,3,3,7,8,4,3,1,3,09-12-20,,,,,,
STAFF-1891,30,SINGLE,MALE,11,11,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,7,3,57,413,18398,2983,3,2,4,1,14,3,3,0,4,3,2,1,2,10-08-21,,,,,,
STAFF-1892,35,MARRIED,MALE,8,3,TRAVEL_RARELY,CURRENT EMPLOYEES,YES,16,2,72,1276,14295,7632,3,3,4,3,12,3,3,4,10,8,7,0,0,22-03-16,,,,,,
STAFF-1893,31,MARRIED,MALE,8,3,TRAVEL_FREQUENTLY,EX-EMPLOYEES,NO,20,2,66,534,22908,9824,3,3,1,1,12,3,3,3,12,1,0,0,0,15-07-23,,,,,,
STAFF-1894,34,DIVORCED,FEMALE,3,1,TRAVEL_FREQUENTLY,EX-EMPLOYEES,YES,23,2,43,988,11533,9950,3,1,2,3,15,3,3,9,11,3,2,0,2,09-05-21,,,,,,
STAFF-1895,42,MARRIED,MALE,22,4,TRAVEL_FREQUENTLY,CURRENT EMPLOYEES,NO,5,4,97,1474,9260,2093,3,3,2,4,17,3,3,4,8,2,2,2,0,20-08-22,,,,,,
STAFF-1896,36,SINGLE,MALE,19,10,NON-TRAVEL,CURRENT EMPLOYEES,NO,10,3,32,635,15318,9980,3,4,2,4,14,2,3,1,10,10,3,9,7,15-11-14,,,,,,
STAFF-1897,22,SINGLE,MALE,26,4,TRAVEL_FREQUENTLY,EX-EMPLOYEES,NO,4,3,99,1368,9129,3894,2,3,3,3,16,3,3,5,4,2,2,1,2,03-02-22,,,,,,
STAFF-1898,48,MARRIED,FEMALE,15,10,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,2,2,37,163,19658,4051,3,4,2,1,14,3,3,2,14,9,7,6,7,27-11-15,,,,,,
STAFF-1899,55,SINGLE,FEMALE,10,9,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,18,2,83,1117,9873,16835,3,2,1,4,23,3,4,3,37,10,9,7,7,23-08-14,,,,,,
STAFF-1900,41,SINGLE,MALE,7,10,NON-TRAVEL,CURRENT EMPLOYEES,NO,10,3,56,267,13430,6230,3,4,4,4,14,3,3,7,16,14,3,1,10,10-01-10,,,,,,
STAFF-1901,35,MARRIED,MALE,13,10,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,1,2,85,619,18659,4717,3,3,2,3,11,3,3,9,15,11,9,6,9,27-10-13,,,,,,
STAFF-1902,40,SINGLE,FEMALE,8,6,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,6,3,75,302,20364,13237,3,3,2,3,15,3,3,7,22,20,6,5,13,28-02-04,,,,,,
STAFF-1903,39,MARRIED,FEMALE,6,4,TRAVEL_FREQUENTLY,CURRENT EMPLOYEES,NO,8,3,48,443,17872,3755,3,3,3,1,11,3,3,1,8,8,3,0,7,15-09-16,,,,,,
STAFF-1904,31,SINGLE,MALE,6,10,TRAVEL_RARELY,CURRENT EMPLOYEES,YES,2,2,77,828,8346,6582,3,4,2,3,13,4,3,4,10,6,5,0,5,04-06-18,,,,,,
STAFF-1905,42,MARRIED,MALE,18,6,TRAVEL_RARELY,CURRENT EMPLOYEES,YES,24,5,56,319,6950,7406,3,1,4,4,21,2,4,1,10,10,9,5,8,03-02-14,,,,,,
STAFF-1906,45,MARRIED,MALE,23,10,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,2,3,61,561,16177,4805,3,2,4,2,19,4,3,0,9,8,7,3,7,17-12-16,,,,,,
STAFF-1907,26,DIVORCED,FEMALE,9,1,TRAVEL_FREQUENTLY,EX-EMPLOYEES,YES,17,2,58,426,22808,2741,3,3,2,2,11,2,3,0,8,7,7,1,0,10-05-17,,,,,,
STAFF-1908,29,DIVORCED,MALE,28,6,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,19,2,34,232,22645,4262,3,4,4,2,12,4,3,4,8,3,2,1,2,14-01-21,,,,,,
STAFF-1909,33,DIVORCED,FEMALE,20,7,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,1,2,95,922,22578,16184,4,3,1,3,19,3,3,4,10,6,1,0,5,07-07-18,,,,,,
STAFF-1910,31,DIVORCED,MALE,8,9,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,7,3,44,688,25291,11557,2,4,3,3,21,2,4,9,10,5,4,0,1,25-11-19,,,,,,
STAFF-1911,18,SINGLE,MALE,13,11,TRAVEL_FREQUENTLY,EX-EMPLOYEES,YES,5,3,69,1306,8059,1878,3,2,2,4,14,3,3,1,0,0,0,0,0,08-02-24,,,,,,
STAFF-1912,40,DIVORCED,MALE,23,10,NON-TRAVEL,CURRENT EMPLOYEES,NO,28,2,58,1094,11373,10932,1,1,3,3,15,3,3,3,20,1,0,0,1,19-01-23,,,,,,
STAFF-1913,41,SINGLE,FEMALE,24,3,NON-TRAVEL,CURRENT EMPLOYEES,YES,2,3,62,509,2112,6811,2,3,1,1,17,3,3,2,10,8,7,0,7,14-06-16,,,,,,
STAFF-1914,26,DIVORCED,MALE,17,10,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,29,5,45,775,4267,4306,3,3,1,1,12,3,3,5,8,0,0,0,0,23-02-24,,,,,,
STAFF-1915,35,SINGLE,FEMALE,18,10,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,1,3,80,195,6698,4859,3,3,1,4,16,3,3,1,5,5,4,0,3,05-09-19,,,,,,
STAFF-1916,34,SINGLE,MALE,9,10,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,21,3,74,258,19921,5337,4,4,4,4,12,3,3,1,10,10,7,5,7,28-03-14,,,,,,
STAFF-1917,26,SINGLE,MALE,28,4,TRAVEL_RARELY,EX-EMPLOYEES,YES,24,3,66,471,23213,2340,1,4,3,2,18,1,3,1,1,1,0,0,0,14-11-23,,,,,,
STAFF-1918,37,SINGLE,FEMALE,28,6,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,1,3,59,799,23848,7491,3,4,2,4,17,4,3,4,12,6,5,1,2,04-02-18,,,,,,
STAFF-1919,46,MARRIED,FEMALE,16,3,TRAVEL_FREQUENTLY,CURRENT EMPLOYEES,NO,18,3,86,1034,8984,10527,3,3,1,4,11,2,3,5,28,2,2,1,2,21-12-22,,,,,,
STAFF-1920,41,MARRIED,FEMALE,10,9,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,2,2,91,1276,5626,16595,3,1,2,2,16,3,3,7,22,18,16,11,8,16-02-06,,,,,,
STAFF-1921,37,DIVORCED,MALE,19,10,NON-TRAVEL,CURRENT EMPLOYEES,NO,9,6,69,142,24666,8834,3,2,1,4,13,3,3,1,9,9,5,7,7,10-02-15,,,,,,
STAFF-1922,52,DIVORCED,MALE,27,8,TRAVEL_RARELY,CURRENT EMPLOYEES,YES,6,3,78,956,22087,5577,3,1,4,2,12,3,3,3,18,10,9,6,9,27-03-14,,,,,,
STAFF-1923,32,MARRIED,MALE,24,10,NON-TRAVEL,EX-EMPLOYEES,NO,11,2,60,1474,23914,4707,4,3,4,4,12,3,3,8,6,4,2,1,2,11-03-20,,,,,,
STAFF-1924,24,MARRIED,MALE,18,11,TRAVEL_FREQUENTLY,CURRENT EMPLOYEES,NO,24,3,38,535,5530,2400,3,4,4,3,13,3,3,0,3,2,2,2,1,05-03-22,,,,,,
STAFF-1925,38,MARRIED,FEMALE,18,3,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,10,4,76,1495,22174,9824,3,3,3,3,19,3,3,3,18,1,0,0,0,24-02-23,,,,,,
STAFF-1926,37,MARRIED,FEMALE,9,6,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,1,2,65,446,15701,6447,3,2,2,2,12,2,3,6,8,6,5,4,3,16-01-18,,,,,,
STAFF-1927,49,DIVORCED,MALE,9,7,TRAVEL_RARELY,CURRENT EMPLOYEES,YES,18,5,58,1245,2125,19502,2,3,4,3,17,3,3,1,31,31,9,0,9,22-12-93,,,,,,
STAFF-1928,24,MARRIED,MALE,18,8,TRAVEL_RARELY,CURRENT EMPLOYEES,YES,23,3,89,691,21630,2725,4,4,2,2,11,3,3,1,6,6,5,1,4,27-09-18,,,,,,
STAFF-1929,26,MARRIED,MALE,12,10,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,28,5,66,703,7428,6272,3,2,1,4,20,4,4,1,6,5,3,1,4,09-09-19,,,,,,
STAFF-1930,24,MARRIED,MALE,22,4,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,17,2,94,823,9100,2127,2,2,4,4,21,3,4,1,1,1,0,0,0,21-10-23,,,,,,
STAFF-1931,50,MARRIED,MALE,18,2,TRAVEL_FREQUENTLY,CURRENT EMPLOYEES,NO,3,2,99,1246,7999,18200,3,2,1,3,11,3,3,1,32,32,5,10,7,05-01-92,,,,,,
STAFF-1932,25,MARRIED,MALE,16,11,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,13,1,40,622,26376,2096,3,3,2,3,11,3,3,1,7,7,4,0,6,12-05-17,,,,,,
STAFF-1933,24,MARRIED,FEMALE,8,4,TRAVEL_FREQUENTLY,EX-EMPLOYEES,YES,7,4,55,1287,14168,2886,3,3,1,4,16,3,3,1,6,6,3,1,2,07-04-18,,,,,,
STAFF-1934,30,MARRIED,MALE,9,11,TRAVEL_FREQUENTLY,EX-EMPLOYEES,NO,12,2,74,448,14470,2033,2,1,2,3,18,4,3,1,1,1,0,0,0,01-02-23,,,,,,
STAFF-1935,34,MARRIED,MALE,7,8,TRAVEL_RARELY,CURRENT EMPLOYEES,YES,1,3,83,254,22794,3622,2,4,2,4,13,3,3,1,6,6,5,1,3,16-10-18,,,,,,
STAFF-1936,31,DIVORCED,MALE,19,10,TRAVEL_RARELY,EX-EMPLOYEES,NO,13,2,46,1365,11512,4233,3,1,2,3,17,1,3,2,9,3,1,1,2,08-07-21,,,,,,
